UID	English Text V2	Character	CharMood	
W5SatHarryTalk2_01	Dime, Harry, ¿qué sabes de cámaras? Tengo un problema con la mía. 	Flora	Neutral	
W5SatHarryTalk2_02	No hay nada en esta hermosa tierra que no pueda reparar, jovencita, especialmente una cámara común o de jardín. 	Harry	Neutral	
W5SatHarryTalk2_03	Genial, ¿puedes echarle un vistazo a la mía?	Flora	Neutral	
W5SatHarryTalk2_04	Primero me gustaría pedirte un favor.	Harry	Neutral	
W5SatHarryTalk2_05	¿Un favor? ¿A mí?	Flora	Neutral	
W5SatHarryTalk2_06	Sí, así es... bueno, yo...	Harry	Badmood	
W5SatHarryTalk2_07	¿Pareces inseguro de ti mismo por primera vez, Harry? ¿Qué pasa? 	Flora	Neutral	
W5SatHarryTalk2_08	Es que... vi a tu joven amigo Caroll arreglando a Miguel...	Harry	Neutral	
W5SatHarryTalk2_09	¿Qué? ¿Miguel tiene un nuevo look? ¿Y se ha dejado llevar por ella? ¿Qué aspecto tiene?	Flora	Neutral	
W5SatHarryTalk2_10	Un pingüino, un pingüino muy encantador, eso sí.	Harry	Neutral	
W5SatHarryTalk2_11	¿Un pingüino encantador?	Flora	Neutral	
W5SatHarryTalk2_12	Ja, ja, claro que no. Estaba bromeando. Se ve espléndido, y eso es lo que me hizo preguntar...	Harry	Happy	
W5SatHarryTalk2_13	¿Qué?	Flora	Neutral	
W5SatHarryTalk2_14	Si podrías convencer a Caroll de que me hiciera lo mismo...	Harry	Neutral	
W5SatHarryTalk2_15	¿Quieres decir: darte un cambio de estilo también? No puedo creerlo. 	Flora	Happy	
W5SatHarryTalk2_16	Creo que es este entorno. Es tan relajante aquí. Estoy cansado de parecer tan... serio, ¿entiendes?	Harry	Neutral	
W5SatHarryTalk2_17	Así es, Harry. Estás aprendiendo a vivir.... 	Flora	Happy	
W5SatHarryTalk2_18	Vamos, no nos pasemos de la raya. No me voy a convertir en el alma de la vida de la noche a la mañana, me va a llevar tiempo. Digamos que podría hacerme menos... más... ya sabes...	Harry	Angry	
W5SatHarryTalk2_19	¡Más agradable! ¡Quieres ser más agradable!	Flora	Happy	
W5SatHarryTalk2_20	Sí, algo así...	Harry	Neutral	
W5SatHarryTalk2_21	No te vayas, veré lo que puedo hacer. 	Flora	Happy	
W5SatHarryTalk2_22	Mmm... me... gustaría...	Harry	Neutral	
W5SatHarryTalk2_23	¿Darte las "gracias"?	Flora	Happy	
W5SatHarryTalk2_24	Ehhh... sí, eso es...	Harry	Neutral	
W5SatHarryTalk2_25	Déjalo en mis manos.	Flora	Happy	
W5SatHarryTalk3_01	No. O hay buenas noticias o no hay noticias, o Harry no me ayudará. 	Flora	Neutral	
W5SatCarollTalk_01	Caroll, ¿estás bien?	Flora	Happy	
W5SatCarollTalk_02	No fui yo. ¡No es mi culpa!	Caroll	Badmood	
W5SatCarollTalk_03	¿Qué pasa? ¡No he dicho nada!	Flora	Neutral	
W5SatCarollTalk_04	Uf, entonces está bien...	Caroll	Happy	
W5SatCarollTalk_05	Qué raro...	Flora	Neutral	
W5SatCarollTalk2_01	Caroll, tengo un reto para ti.	Flora	Happy	
W5SatCarollTalk2_02	No fui yo. ¡No fue mi culpa!	Caroll	Badmood	
W5SatCarollTalk2_03	Acabo de enterarme de que has arreglado a Miguel sin decirme nada. 	Flora	Neutral	
W5SatCarollTalk2_04	Lee mis labios: No fue mi culpa.	Caroll	Neutral	
W5SatCarollTalk2_05	No hay problema, está genial.	Flora	Happy	
W5SatCarollTalk2_06	¿De verdad? ¿Le has visto?	Caroll	Happy	
W5SatCarollTalk2_07	Todavía no. El pequeño bribón se hace el difícil, así que necesito tu ayuda para encontrarlo. 	Flora	Happy	
W5SatCarollTalk2_08	¿Qué puedo hacer?	Caroll	Neutral	
W5SatCarollTalk2_09	Es una larga historia, digamos que Harry también quiere un cambio de imagen. 	Flora	Neutral	
W5SatCarollTalk2_10	¿Harry? ¿Quieres que me encargue de Harry? ¡¡De ninguna manera!!	Caroll	Badmood	
W5SatCarollTalk2_11	¿Por qué no?	Flora	Neutral	
W5SatCarollTalk2_12	¿Y si no le gusta? ¡Lo pagará conmigo! Lo has visto cuando se enfada. No podía afrontar la idea de que se enfadara conmigo. 	Caroll	Badmood	
W5SatCarollTalk2_13	Vamos, Caroll, ¿dónde está tu sentido de la aventura?	Flora	Happy	
W5SatCarollTalk2_14	¿Aventura?	Caroll	Neutral	
W5SatCarollTalk2_15	Por supuesto. Es un gran desafío. Estamos hablando: "Cambiar a Harry". Harry el gruñón, Harry el malhumorado...	Flora	Happy	
W5SatCarollTalk2_16	...Harry el Jorobado.	Caroll	Neutral	
W5SatCarollTalk2_17	Exactamente. Y si hay alguien que pueda convertir a Jorobado Gruñón en Harry el Amigable, ¡eres tú!	Flora	Happy	
W5SatCarollTalk2_18	¡Sí! Eso sería increíble. Ahora, eso es un verdadero desafío. Me apunto. ¿Cuándo empezamos? 	Caroll	Happy	
W5SatCarollTalk2_19	Bueno, tiene que hacerme un favor y luego es todo tuyo.	Flora	Neutral	
W5SatCarollTalk2_20	¡Genial! Ya lo puedo imaginar. Inteligente y... colorido.	Caroll	Happy	
W5SatCarollTalk2_21	No nos dejemos llevar demasiado, ¿eh? 	Flora	Badmood	
W5SatHarryTalk4_01	Entonces, ¿qué es lo que ha dicho?	Harry	Neutral	
W5SatHarryTalk4_02	¡Lo hará! ¡Tienes mi palabra!	Flora	Happy	
W5SatHarryTalk4_03	Uf, eso es maravilloso. Ahora, esa cámara, vamos a echar un vistazo...	Harry	Happy	
W5SatHarryTalk4_04	Aquí tienes.	Flora	Neutral	
W5SatHarryTalk4_05	Vale... bien, sí, ya veo, por supuesto. Un pequeño giro aquí ... Y un movimiento rápido allí ... mmm pequeña amiga difícil ... ahhh, y ahí vamos. Como nueva.	Harry	Angry	
W5SatHarryTalk4_06	¡Increíble! Eres un mago.	Flora	Happy	
W5SatHarryTalk5_01	¿Sigue perdido en sus pensamientos?	Flora	Neutral	
W5SatHarryTalk5_02	Sí, estoy pensando en mi nuevo look...	Harry	Neutral	
W5SatHarryTalk5_03	Bueno, te dejo con ello, y gracias de nuevo...	Flora	Happy	
W5SatCarollTalk3_01	¿Entonces? ¿Cuándo empiezo?	Caroll	Happy	
W5SatCarollTalk3_02	Tranquila, tigresa. Dale tiempo para pensar en lo que quiere.	Flora	Neutral	
W5SatPhotoCode_01	Hay un mapa dibujado en la bandera y un número 13/09. Un momento, ¡es la fecha exacta en la que entré en la academia! 	Flora	Neutral	
W5SatNoCode_01	Hay una cerradura con combinación en la puerta.	Flora	Neutral	
W5SatEnd_01	Ya está. Las tres pistas: Una para descubrir, dos para dudar y tres para decidir. Bueno, Sr. Miguel, ya me he decidido. 	Flora	Neutral	
W6WedSamTalk_01	Samuel, necesito tu ayuda. Todos necesitamos tu ayuda. 	Flora	Neutral	
W6WedSamTalk_02	¿Qué puedo hacer por ti?	Samuel	Neutral	
W6WedSamTalk_03	La academia está en problemas. Si no reunimos 150.000 créditos antes de la competición, no podremos participar.	Flora	Neutral	
W6WedSamTalk_04	¿Por qué tan rápido?	Samuel	Neutral	
W6WedSamTalk_05	Es otro truco de Esteban. Quiere que nos retiremos.	Flora	Angry	
W6WedSamTalk_06	Bueno, estaba ahorrando para un instrumento musical, pero puede esperar. Es imposible que ese sapo Esteban nos arruine la vida. Aquí están todos los créditos que tengo. 	Samuel	Angry	
W6WedSamTalk_07	¡500? No es el premio gordo, pero es un comienzo. Muchas gracias Samuel.	Flora	Neutral	
W6WedSamTalk_08	Lo siento, no puedo ayudar más.	Samuel	Badmood	
W6WedSamTalk2_01	Entonces, ¿tienes el dinero?	Samuel	Neutral	
W6WedSamTalk2_02	Todavía no, pero no me rindo fácilmente. 	Flora	Neutral	
W6WedCarolTalk_01	Caroll, tenemos un problema.	Flora	Neutral	
W6WedCarolTalk_02	Exacto. Es el cambio de imagen de su vida. El amigable Harry está en camino. He hecho algunos bocetos. ¿Quieres verlos?  	Caroll	Neutral	
W6WedCarolTalk_03	Más tarde tal vez. Hay cosas más grandes ocurriendo. La academia necesita tu ayuda, Caroll.	Flora	Neutral	
W6WedCarolTalk_04	¿Qué pasa?	Caroll	Neutral	
W6WedCarolTalk_05	Esteban está tratando de conseguir el cierre de la Academia. Si no encontramos 150.000 créditos antes del concurso, es probable que lo haga.	Flora	Angry	
W6WedCarolTalk_06	Pero es una barbaridad. Si la academia cierra no podré preparar a Harry. Será inútil. 	Caroll	Badmood	
W6WedCarolTalk_07	Eh, sí, eso es. ¿Lo ves? Es serio. ¿Has ahorrado algunos créditos últimamente que puedan ayudarnos a pagar la deuda? 	Flora	Neutral	
W6WedCarolTalk_08	Pues... en realidad...	Caroll	Badmood	
W6WedCarolTalk_09	Ninguno, ¿es eso?	Flora	Badmood	
W6WedCarolTalk_10	Había ahorrado un poco. Pero ayer fui a comprar para Harry: camisas extra... pantalones... para experimentar. Me imaginé que sería difícil de complacer. Todavía me quedan algunos. 	Caroll	Badmood	
W6WedCarolTalk_11	¿Cuántos?	Flora	Neutral	
W6WedCarolTalk_12	Eh... 100 créditos... Son tuyos con mucho gusto.	Caroll	Badmood	
W6WedCarolTalk_13	¡Siempre es mejor que nada! Muchas gracias. 	Flora	Happy	
W6WedCarolTalk2_01	Caroll, tenemos un problema.	Flora	Neutral	
W6WedCarolTalk2_02	Exacto. Es el cambio de imagen de su vida. El amigable Harry está en camino. He hecho algunos bocetos. ¿Quieres verlos?  	Caroll	Neutral	
W6WedCarolTalk2_03	Más tarde tal vez. Hay cosas más grandes ocurriendo. La academia necesita tu ayuda, Caroll.	Flora	Neutral	
W6WedCarolTalk2_04	¿Qué pasa?	Caroll	Neutral	
W6WedCarolTalk2_05	Esteban está tratando de conseguir el cierre de la Academia. Si no encontramos 150.000 créditos antes del concurso, es probable que lo haga.	Flora	Angry	
W6WedCarolTalk2_06	Pero es una barbaridad. Si la academia cierra no podré preparar a Harry. Será inútil. 	Caroll	Badmood	
W6WedCarolTalk2_07	Eh, sí, eso es. ¿Lo ves? Es serio. ¿Has ahorrado algunos créditos últimamente que puedan ayudarnos a pagar la deuda? 	Flora	Neutral	
W6WedCarolTalk2_08	Pues... en realidad...	Caroll	Badmood	
W6WedCarolTalk2_09	Ninguno, ¿es eso?	Flora	Badmood	
W6WedCarolTalk2_10	Había ahorrado un poco. Pero ayer fui a comprar para Harry: camisas extra... pantalones... para experimentar. Me imaginé que sería difícil de complacer. Todavía me quedan algunos. 	Caroll	Badmood	
W6WedCarolTalk2_11	¿Cuántos?	Flora	Neutral	
W6WedCarolTalk2_12	Eh... 100 créditos... Son tuyos con mucho gusto.	Caroll	Badmood	
W6WedCarolTalk2_13	¡Siempre es mejor que nada! Muchas gracias. 	Flora	Happy	
W6WedCarolTalk2_14	Si buscas a Aurélie, la vi junto al arrozal.	Caroll	Neutral	
W6WedCarolTalk3_01	¿Cómo va todo?	Caroll	Neutral	
W6WedCarolTalk3_02	Dale tiempo. Voy en la dirección correcta. 	Flora	Neutral	
W6WedCarolTalk3_03	¡Buena suerte!	Caroll	Happy	
W6WedAurelTalk_01	Aurélie, ¿qué estás haciendo?	Flora	Neutral	
W6WedAurelTalk_02	Tenía que escribir un poema, así que vine a empaparme del paisaje. Estos vastos campos de arroz me inspiran profundamente. ¿Sabías que a las plantas también les gusta la música? Hubo un experimento, una vez... 	Aurelie	Happy	
W6WedAurelTalk_03	Escucha, tengo que hablar contigo. Es bastante urgente.	Flora	Neutral	
W6WedAurelTalk_04	¿Qué ha pasado? Pareces muy seria de repente.	Aurelie	Neutral	
W6WedAurelTalk_05	Tenemos un gran problema. El plazo de pago de la deuda de la Academia se ha adelantado. Es un truco de Esteban. Si no lo pagamos antes del fin de semana, hará cerrar la Academia.	Flora	Badmood	
W6WedAurelTalk_06	¡Esto es indignante! Ese hombre es la leche. ¿Qué vamos a hacer?	Aurelie	Badmood	
W6WedAurelTalk_07	Estoy tratando de conseguir el dinero, por eso he venido a verte.	Flora	Neutral	
W6WedAurelTalk_08	Vale, eres la más luchadora de nuestro grupo, eso está claro. No dejas que nadie te pase por encima. Admiro tu fuerza y determinación. Intentaré ayudar lo mejor que pueda. ¡Toma! Mis ahorros. 	Aurelie	Happy	
W6WedAurelTalk_09	¿1.200 créditos? Es muy amable de tu parte. Haré lo que pueda. Salvaremos esta Academia. 	Flora	Happy	
W6WedAurelTalk_10	Estoy segura de que lo lograrás. Ganas todo lo que tocas. 	Aurelie	Happy	
W6WedAurelTalk_11	Gracias Aurélie.	Flora	Happy	
W6WedAurelTalk2_01	¿Cómo va tu recaudación?	Aurelie	Neutral	
W6WedAurelTalk2_02	Muy bien. Pero todavía hay mucho que hacer.	Flora	Neutral	
W6WedAurelTalk2_03	La Academia ya está a salvo contigo.	Aurelie	Happy	
W6WedAurelTalk2_04	Tu fe es conmovedora.	Flora	Happy	
W6WedMiguelTalk_01	Pensé que te encontraría aquí.	Flora	Neutral	
W6WedMiguelTalk_02	Es mi retiro. Cuando no estoy entrenando, vengo aquí en busca de paz y tranquilidad. 	MiguelEnd	Neutral	
W6WedMiguelTalk_03	Tu paz y tranquilidad está en las rocas, Miguel, peligrosamente. 	Flora	Badmood	
W6WedMiguelTalk_04	¿Qué? Hice algo que no te gustó, ¿es eso?	MiguelEnd	Badmood	
W6WedMiguelTalk_05	No, Miguel. No soy un ogro, ¿verdad? No tiene nada que ver contigo, eres perfecto. 	Flora	Neutral	
W6WedMiguelTalk_06	No eres un ogro, sólo eres impredecible. De todos modos, ¿cuál es el problema?	MiguelEnd	Neutral	
W6WedMiguelTalk_07	Por culpa de Esteban, la Academia está amenazada de quiebra. Si no recaudamos 150.000 créditos muy pronto, podemos despedirnos de la próxima competición y de todas las demás posteriores.	Flora	Badmood	
W6WedMiguelTalk_08	¿Nunca nos dejará en paz? ¡Hizo de tu vida un infierno y ahora la tiene con todos nosotros!	MiguelEnd	Badmood	
W6WedMiguelTalk_09	Odio tener que pedirte esto, pero ¿podrías ayudarnos?	Flora	Neutral	
W6WedMiguelTalk_10	Por supuesto, haría cualquier cosa para ayudar a que tu sueño se haga realidad. 	MiguelEnd	Neutral	
W6WedMiguelTalk_11	Eres adorable, Miguel.	Flora	Happy	
W6WedMiguelTalk_12	Aquí están mis créditos.	MiguelEnd	Neutral	
W6WedMiguelTalk_13	¿3.200 créditos? Eso es demasiado. No puedo aceptar tanta cantidad.	Flora	Neutral	
W6WedMiguelTalk_14	Tómalos, es un placer ayudar a la Academia en su momento de necesidad.	MiguelEnd	Happy	
W6WedMiguelTalk_15	¿Cómo es que has ahorrado tanto?	Flora	Neutral	
W6WedMiguelTalk_16	Oh, ya sabes. No necesito mucho durante el año. Un poco de papel, un bolígrafo, inspiración y tu cara; es algo que los créditos no pueden comprar. 	MiguelEnd	Neutral	
W6WedMiguelTalk_17	No puedo agradecértelo lo suficiente. Por tu gesto, por estar ahí, por existir. Eres maravilloso, Miguel. 	Flora	Happy	
W6WedMiguelTalk_18	Tú también eres maravillosa, Flora. Le mostraremos a Esteban que puede lanzar todo lo que tiene contra nosotros, pero no caeremos. Vamos, salva la Academia. 	MiguelEnd	Happy	
W6WedMiguelTalk2_01	¿Crees que lo conseguirás?	MiguelEnd	Neutral	
W6WedMiguelTalk2_02	Todavía no estoy segura. Es más difícil de lo que pensaba, pero no me rendiré.	Flora	Neutral	
W6WedMiguelTalk2_03	¡Qué bien, chica! Sigue así. Creo en ti, en cuerpo y alma. 	MiguelEnd	Happy	
W6WedMiguelTalk2_04	No te decepcionaré.	Flora	Happy	
W6WedNoHorse_01	Será mejor que vayas con tu caballo. No puedes dejarlo vagando fuera.	Elsys	Neutral	
W6WedDanielTalk_01	Es la pequeña chica de la Academia Sycamore. 	Daniela	Neutral	
W6WedDanielTalk_02	Es la llamada estrella estudiantil de la escuela de Esteban.	Flora	Neutral	
W6WedDanielTalk_03	Así es. Y he trabajado duro para tener ese privilegio. Soy simplemente imbatible en la competición; pero puedo decir que mi reputación va por delante de mí. Por supuesto, la Academia de Esteban es sólo una etapa. Mi ambición es unirme aquí a la Academia Cherry Tree y convertirme en la mejor. Incluso mejor que la propia Kiew, si eso es posible. 	Daniela	Neutral	
W6WedDanielTalk_04	Desde luego, no te falta ambición, ni orgullo.	Flora	Angry	
W6WedDanielTalk_05	He oído hablar mucho de ti. Informes brillantes. Hace tiempo que quiero conocerte. ¿Qué le dirías a una carrera, solas tú y yo?	Daniela	Neutral	
W6WedDanielTalk_06	¿Una carrera? Lo siento, Daniela, tengo cosas mucho más importantes pendientes. 	Flora	Neutral	
W6WedDanielTalk_07	Oh, me decepcionas. Nunca pensé que la gran campeona del Sycamore fuera tan gallina. 	Daniela	Badmood	
W6WedDanielTalk_08	Nadie me llama "gallina", ¿entiendes?	Flora	Angry	
W6WedDanielTalk_09	Entonces, demuéstralo. Hagamos una carrera.	Daniela	Happy	
W6WedDanielTalk_10	Vale, te echo una carrera. Pero odio perder el tiempo, así que tengo un trato para ti: corremos por créditos. 	Flora	Neutral	
W6WedDanielTalk_11	Una gran idea... Tengo 25.000 encima. Son todos tuyos si ganas. ¿Qué dices?	Daniela	Neutral	
W6WedDanielTalk_12	¿25.000? 	Flora	Neutral	
W6WedDanielTalk_13	No olvides que la Academia Beachwood es la más rica de todas. Esteban nos recompensa generosamente cuando ganamos. Nos hace más hambrientos para la lucha. ¿Estás lista?	Daniela	Neutral	
W6WedDanielTalk_14	Creo que voy a disfrutar restregándotelo por la cara. 	Flora	Neutral	
W6WedRaceGo_01	¡Rápido! Para continuar la aventura, tienes que vencer a Daniela. ¡Utiliza las señales para llegar al arrozal antes que ella!	Elsys	Neutral	
W6WedRaceLoose_01	Oh no, Daniela llegó primero. Vuelve a intentarlo y esta vez trata de cortar las esquinas de las curvas que llevan a la parte superior del arrozal.	Elsys	Neutral	
W6WedRaceGameOver_01	Daniela es la ganadora absoluta. No has conseguido el dinero. La aventura termina aquí para ti.	Elsys	Neutral	
W6WedDanielTalk2_01	No fui a por todas, quería ver lo que podías hacer. Debo decir que no me decepcionaste. No puedo esperar a una competición real contra ti, si todavía tienes una Academia para el viernes, claro. 	Daniela	Neutral	
W6WedDanielTalk2_02	Puede que no te hayas dado cuenta, pero le has hecho un gran favor a nuestra Academia. 	Flora	Happy	
W6WedDanielTalk2_03	¿Los créditos son para pagar vuestras deudas?	Daniela	Neutral	
W6WedDanielTalk2_04	Así es. Es bueno ver que el dinero de Esteban se utiliza bien. 	Flora	Happy	
W6WedDanielTalk2_05	Lo que sea. Si tu Academia sigue en pie, ganarte tendrá un toque especial. Buena suerte, y que gane la mejor Academia. 	Daniela	Neutral	
W6WedDanielTalk2_06	¡Es una chica muy rara!	Flora	Neutral	
W6WedBrocTalk_01	Hola, me gustaría hablar, si me permites.	Flora	Neutral	
W6WedBrocTalk_02	Me encantaría, pero como ves estoy en medio de una investigación, así que no tengo mucho tiempo para hablar ahora. Pero vuelve más tarde. 	Dubouquin	Neutral	
W6WedBrocTalk_03	¿Qué está investigando?	Flora	Neutral	
W6WedBrocTalk_04	Todavía estoy buscando el tesoro escondido, pero he avanzado a pasos agigantados. Descubrí este antiguo poema que dice dónde está escondido el tesoro. 	Dubouquin	Neutral	
W6WedBrocTalk_05	¿Un poema? ¿Podrías leérmelo? Me encantan los poemas.	Flora	Neutral	
W6WedBrocTalk_06	Ese es el problema. No puedo entender una salchicha. Está todo escrito en un antiguo dialecto chino. Me pareces una chica brillante, pero me imagino que incluso tú tendrías problemas para entenderlo. 	Dubouquin	Neutral	
W6WedBrocTalk_07	Es cierto que los dialectos chinos no son mi especialidad. Pero podría encontrar a alguien que te lo traduzca. Tengo una amiga que podría ayudar. 	Flora	Neutral	
W6WedBrocTalk_08	¿De verdad? En ese caso, aquí tienes. Consigue la traducción y vuelve a verme. Y trataremos de llegar al fondo de esto. 	Dubouquin	Happy	
W6WedBrocTalk_09	Muy bien.	Flora	Neutral	
W6WedBrocTalk2_01	Primero tengo que descifrar el poema, si no, no sirve de nada. 	Flora	Badmood	
W6WedKiewTalk_01	¡Kiew! ¡Me alegro de verte! ¿Podrías hacerme un favor? Un amigo quiere traducir este pergamino. Pensé que podrías ayudar. 	Flora	Neutral	
W6WedKiewTalk_02	Lo siento. Me encantaría ayudar, pero tengo un gran problema ahora mismo, ¡Ginger ha desaparecido!	Kiew	Badmood	
W6WedKiewTalk_03	¿Qué? ¿Cómo?	Flora	Neutral	
W6WedKiewTalk_04	Quería ir a dar un paseo y debe haberse perdido. La última vez que la vi fue aquí, así que no me atrevo a moverme por si vuelve. ¿Tal vez podrías ir a buscarla y darle este mapa de la zona? 	Kiew	Badmood	
W6WedKiewTalk_05	Por supuesto, sería terrible que se perdiera. ¡Puedes contar conmigo!	Flora	Neutral	
W6WedKiewTalk_06	Muchas gracias. Pero date prisa, ¡la noche cae muy rápido aquí!	Kiew	Badmood	
W6WedKiewTalk2_01	Entonces, ¿la has visto?	Kiew	Badmood	
W6WedKiewTalk2_02	Todavía no, pero sigo buscando.	Flora	Neutral	
W6WedKiewTalk2_03	Por favor, date prisa. Tengo miedo de que le haya pasado algo.	Kiew	Badmood	
W6WedKiewTalk2_04	No te preocupes, estoy en el caso.	Flora	Neutral	
W6WedGingTalk_01	¡Ginger! ¡Te he estado buscando por todas partes! ¡Kiew está muy preocupada!	Flora	Happy	
W6WedGingTalk_02	¿De verdad? Sólo quería recoger algunas bayas silvestres. Supongo que debo haberme perdido. 	Ginger	Neutral	
W6WedGingTalk_03	Kiew me dio esto para ti.	Flora	Neutral	
W6WedGingTalk_04	¿Un mapa? Muchas gracias. Estoy agotada de tanto caminar. Voy a volver a la academia. Dile que me las arreglé para encontrar el camino, gracias a ti. 	Ginger	Neutral	
W6WedGingTalk_05	Por supuesto. Se lo diré.	Flora	Happy	
W6WedKiewTalk3_01	Kiew, encontré a Ginger. Le di el mapa y está volviendo a la Academia. 	Flora	Happy	
W6WedKiewTalk3_02	Estoy muy aliviada. Gracias de nuevo por tu ayuda. Oye, un momento, ¿no tenías que pedirme un favor? 	Kiew	Happy	
W6WedKiewTalk3_03	Ah sí, quería que tradujeras este poema.	Flora	Neutral	
W6WedKiewTalk3_04	Déjame ver... Mmmm... Es muy antiguo. Voy a escribir una traducción aquí. Es un poco difícil. El dialecto es muy raro hoy en día, pero todo el significado está ahí. 	Kiew	Neutral	
W6WedKiewTalk3_05	Muchas gracias...	Flora	Badmood	
W6WedKiewTalk3_06	¿Qué pasa? ¿Por qué esa cara tan larga?	Kiew	Neutral	
W6WedKiewTalk3_07	Lo siento, pero no puedo evitar pensar en los problemas de mi Academia. 	Flora	Badmood	
W6WedKiewTalk3_08	¿Problemas? ¿Qué problemas?	Kiew	Neutral	
W6WedKiewTalk3_09	Esteban ha estado moviendo los hilos y nos han pedido que paguemos nuestras deudas antes de lo acordado. Me preocupa mucho que si no pagamos al banco, la Academia se vea obligada a cerrar antes de la próxima competición. 	Flora	Badmood	
W6WedKiewTalk3_10	¿Esteban ha hecho eso? Increíble. No se detiene ante nada. ¿Cuántos créditos necesita tu Academia? 	Kiew	Badmood	
W6WedKiewTalk3_11	150.000 créditos.	Flora	Badmood	
W6WedKiewTalk3_12	Me temo que no tengo esa cantidad encima. Pero puedo darte lo que tengo, después del favor que me hiciste. Aquí tienes 20.000 créditos.	Kiew	Neutral	
W6WedKiewTalk3_13	Gracias, muchísimas gracias.	Flora	Happy	
W6WedKiewTalk3_14	Es un placer, si te ayuda a seguir en la competición. Esteban se merece perder el campeonato, pero debe perderlo con derecho y honor, no utilizando algún truco solapado para salirse con la suya. 	Kiew	Neutral	
W6WedKiewTalk3_15	Nunca olvidaré lo que hiciste por nosotros, Kiew.	Flora	Happy	
W6WedKiewTalk3_16	No me lo agradezcas. Por una vez, tengo verdaderos oponentes. 	Kiew	Happy	
W6WedBrocTalk3_01	¡Aquí está la traducción que querías!	Flora	Happy	
W6WedBrocTalk3_02	¡Oh, maravilloso! ¡Déjame ver!	Dubouquin	Happy	
W6WedBrocTalk3_03	"La ofrenda de lentejuelas devuelta a su trono libera el mástil de los sueños para transportar al aventurero al lecho de la joya dormida". Pero, ¡es un sinsentido!	Dubouquin	Angry	
W6WedBrocTalk3_04	Es un poco confuso, lo reconozco.	Flora	Neutral	
W6WedBrocTalk3_05	Toda esa investigación para esto... ¡Tonterías! ¡Es inútil! ¡Totalmente inútil!	Dubouquin	Angry	
W6WedBrocTalk3_06	¿Quieres decir que lo dejas todo?	Flora	Badmood	
W6WedBrocTalk3_07	Por supuesto que no, pero las cosas son mucho más difíciles de lo que pensaba. Se necesita el alma de un poeta para entender lo que esto significa.	Dubouquin	Badmood	
W6WedBrocTalk4_01	Ah, querida niña, este pergamino me ha dejado perplejo. El tesoro me desafía a cada paso. 	Dubouquin	Badmood	
W6WedMiguelTalk3_01	Dime, Miguel, tengo este antiguo poema y me preguntaba qué piensas de él. 	Flora	Neutral	
W6WedMiguelTalk3_02	Veamos... "La ofrenda de lentejuelas devuelta a su trono libera el mástil de los sueños para transportar al aventurero al lecho de la joya dormida."	MiguelEnd	Neutral	
W6WedMiguelTalk3_03	¿Y bien?	Flora	Neutral	
W6WedMiguelTalk3_04	Es hermoso.	MiguelEnd	Neutral	
W6WedMiguelTalk3_05	¿Quieres decir que entiendes algo?	Flora	Neutral	
W6WedMiguelTalk3_06	¡Por supuesto! La "ofrenda de lentejuelas" es una joya que tienes que colocar en su base para lanzar el "mástil de los sueños". 	MiguelEnd	Neutral	
W6WedMiguelTalk3_07	¿Y?	Flora	Neutral	
W6WedMiguelTalk3_08	"El mástil de los sueños" es una imagen que describe una embarcación o un barco si lo prefieres. Una vez zarpado, el barco te llevará al lecho de la joya dormida, lo que significa que seguirá el lecho de un río que conduce a algún tipo de tesoro. 	MiguelEnd	Neutral	
W6WedMiguelTalk3_09	¿Eh?	Flora	Neutral	
W6WedMiguelTalk3_10	En una palabra, dice "Encuentra un barco y sube a bordo". 	MiguelEnd	Neutral	
W6WedMiguelTalk3_11	¿De dónde sacas el cerebro para estos acertijos?	Flora	Happy	
W6WedUnlockConque_01	Increíble, es como una llave. La cadena que sujeta el barco está libre. Puedo subir a bordo. 	Flora	Happy	
W6WedGoConque0_01	Bien, supongo que me dejaré llevar por la corriente.	Flora	Happy	
W6WedIlot_01	Oh no, no puedo equivocarme. Uno de ellos es un tesoro de valor incalculable, pero ¿cuál? Sólo puedo llevar uno de ellos. 	Flora	Neutral	
W6WedBrocWrong1_01	Creo que he encontrado algo que puede interesarte. 	Flora	Happy	
W6WedBrocWrong1_02	No vale nada, jovencita, una pálida copia del original, como un rompecabezas de la Mona Lisa. 10 créditos en un mercadillo si tienes suerte.	Dubouquin	Neutral	
W6WedBrocWrong2_01	Creo que he encontrado algo que puede interesarte. 	Flora	Happy	
W6WedBrocWrong2_02	No vale nada, jovencita, una pálida copia del original, como un rompecabezas de la Mona Lisa. 10 créditos en un mercadillo si tienes suerte.	Dubouquin	Neutral	
W6WedBrocRight_01	¡Increíble! ¡Una verdadera obra de arte! ¡Déjame ver!	Dubouquin	Happy	
W6WedBrocRight_02	¡Fabuloso! El... oh... es el... ahhh... me faltan las palabras.	Dubouquin	Happy	
W6WedBrocRight_03	Ehm... Creo que es hora de que tú y yo hablemos de negocios. 	Flora	Neutral	
W6WedBrocRight_04	¿A qué te refieres?	Dubouquin	Neutral	
W6WedBrocRight_05	Digámoslo así: tú quieres la estatua y yo necesito dinero. Ahora mismo. 	Flora	Happy	
W6WedBrocRight_06	Vamos, jovencita, dejemos de lado el materialismo vulgar. Esto es arqueología, ciencia. Tienes un trofeo de la historia en tus manos. 	Dubouquin	Badmood	
W6WedBrocRight_07	Y yo digo que todo trabajo tiene su recompensa. Entonces, ¿cuánto vale el descubrir la cosa?	Flora	Neutral	
